전통주명,도수,규격,주원료,제조사,가격,주종,판매 url,정보,맛,안주,,,,
배도가 로아 40도 옐로우,40,350ml,"국내산 쌀, 국내산 배",배혜정도가,"￦20,000(가격은 판매처 별로 상이할 수 있습니다.)",일반증류주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100069102,전통주 명가 배혜정도가에서 출시한 '배도가 로아 40도 옐로우'는 국내산 쌀과 배를 원료로 사용하여 빚은 술을 상압동 증류기를 통해 증류하여 장기간 숙성한 제품이다. '흰 빌깔의 이슬'이라는 뜻을 담은 프리미엄 증류주로써 로아를 만드는 한방울 한방울의 시간은 한국적인 정성스러움을 로아의 맑고 투명함은 비움과 여유 그리고 풍류를 의미한다. 배를 사용하여 고도주의 풍미를 부드럽게 감싸주고 은은하며 그윽하게 퍼지는 배향을 느낄 수 있는 제품이다.,"향:2, 바디감:3",젓갈류,,,,
메밀이슬,40,500ml,"메밀(제주산), 입국(국내산), 효모, 정제수",술도가제주바당,,증류주,https://jejudoga.modoo.at/,메밀 발효주를 증류시켜 만든 소주이다. 한 모금 마시자마자 메밀 특유의 쌉싸름한 향과 맛을 그대로 느낄 수 있다. 도수가 높으나 가볍고 부드럽게 마실 수 있고 마신 후 입안 가득 풍부한 여운을 남긴다.,,"육류:소고기 샤브샤브, 돼지 수육",,,,
커피냑,40,500ml,"커피생두, 백설탕, 효모, 정제수, 클로로겐산",제주커피수목원,,증류주,http://www.coffeewine.kr,"커피 와인을 증류하여 만든 최초의 커피 브랜디. 쌉쌀하면서도 새큼한 산미와 은은한 커피 향이 일품이며, 끝 맛은 달달하여 술 한 모금에 다채로운 맛을 즐길 수 있다.",,"해산물:고등어구이, 흰살생선",,,,
로아40 레드,40,350ml,사과소주원액,배혜정도가,,증류주,http://www.baedoga.co.kr/,로아를 만드는 한방울 한방울의 시간은 한국적인 정성스러움을 로아의 맑고 투명함은 비움과 여유 그리고 풍류를 의미합니다. 사과를 사용하여 고도주의 풍미를 부드럽게 감싸주고 은은하며 그윽하게 퍼지는 사과향을 느낄 수 있습니다.,,없음,,,,
복분자아락40,40,500ml,복분자 증류원액,배상면주가,"￦40,000(가격은 판매처 별로 상이할 수 있습니다.)",일반증류주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100074175,"복분자 아락은 유네스코 생물권 보존지역인 전라북도 고창군에서 생산된 복분자를 증류해서 만든 제품이다. 2015년 대한민국 우리술품평회 일반증류주 부문 대상을 수상하고 이듬해 세계적인 권위를 자랑하는 주류품평회 몽드셀렉션에서 금상을 수상하며 맛과 품질을 인정 받았다. 아락은 아랍의 ‘아라그’, 몽골의 ‘아라케’, 만주의 ‘알키’와 같이 증류주를 부르는 세계의 공통어라고 할 수 있다. 우리나라 고려시대 평양, 안동, 제주도에서 ‘아락’이라 불려진 것이 시초이다.","향:3, 바디감:3",디저트:견과류,,,,
오디아락40,40,500ml,오디증류주원액,배상면주가,,증류주,https://www.soolsool.co.kr/,오디아락은 고창산 오디를 저온 숙성하여 은은한 오디향과 오디 천연의 감미를 최대한 끌어올린 제품이다. 새콤달콤한 오디의 향과 맛이 입안을 감싸며 은은하게 퍼져 부드럽게 즐길 수 있다.,,없음,,,,
녹천 소곡화주 500ml,41,500ml,"찹쌀, 누룩, 백미, 정제수",녹천주조장,"￦22,000(가격은 판매처 별로 상이할 수 있습니다.)",리큐르,https://shopping.naver.com/fresh/traditionalalcohol/stores/100113506,"한산소곡주는 백제 1500년의 오랜 역사와 전통을 고스란히 담아 전해 내려오는 전통주다. 찹쌀과 누룩을 주원료로 들국화, 메주콩, 생강, 홍 고추 등의 조화 속에 100일간 숙성을 하여 빚어지는 전통주 한산소곡주는 감미로운 향과 특유의 감칠맛 때문에 취하면 자리에서 일어설 줄 모른다고 하여 ‘앉은뱅이 술’이란 이름으로도 불린다. 소곡화주는 한산소곡주를 증류한 프리미엄 소곡주이다.","향:3, 바디감:3",탕/전골:전골류,,,,
녹천 소곡화주 480ml,41,480ml,"찹쌀, 누룩, 백미 , 정제수",녹천주조장,"￦45,000(가격은 판매처 별로 상이할 수 있습니다",리큐르,https://shopping.naver.com/fresh/traditionalalcohol/stores/100113506,"한산소곡주는 백제 1500년의 오랜 역사와 전통을 고스란히 담아 전해 내려오는 전통주다. 찹쌀과 누룩을 주원료로 들국화, 메주콩, 생강, 홍 고추 등의 조화 속에 100일간 숙성을 하여 빚어지는 전통주 한산소곡주는 감미로운 향과 특유의 감칠맛 때문에 취하면 자리에서 일어설 줄 모른다고 하여 ‘앉은뱅이 술’이란 이름으로도 불린다. 소곡화주는 한산소곡주를 증류한 프리미엄 소곡주이다.","향:3, 바디감:4",탕/전골:전골류,,,,
마주 소곡화주,41,500ml,"국내산 찹쌀, 국내산 백미, 모싯잎, 우리밀 누룩, 정제수, 효모",옥순가 소곡주 마주,"￦25,000 (가격은 판매처 별로 상이할 수 있습니다)",일반증류주,https://smartstore.naver.com/oksoonga/products/4780697995,마주 소곡화주'는 국내산 찹쌀과 누룩을 주원료로 빚은 소곡주를 동(銅) 증류기를 이용하여 상압식으로 정성스럽게 증류하여 숙성시킨 증류주다. 높은 도수에 비하여 부드럽고 깔끔한 목 넘김이 일품이며 은은한 누룩향이 매력 있다. 직접 재배한 찹쌀과 모싯잎 등 재료와 우리밀 누룩을 사용하여 빚어낸 술이다.,"향:3, 바디감:4, 목넘김:3",해산물:아귀찜,,,,
모월 인,41,500ml,"국내산 쌀, 정제수, 밀누룩",모월,"￦40,000 (가격은 판매처 별로 상이할 수 있습니다)",증류식소주,http://www.mowall.co.kr,모월은 단순히 전통적 방식을 재현한 증류식 소주를 넘어 동시대를 사는 우리의 정신을 담아낸 술이다. 병풍처럼 둘러진 치악산 아래 위치한 원주는 예로부터 텃세가 없고 정이 많은 곳이라 누구라도 살기 좋은 고장으로 치악산과 원주를 ‘모월산’ 또는 ‘모월’이라 불렀다. 협동조합 주담은 그러한 어머니와 달 같은 따뜻한 이미지의 이름을 따라 ‘모월’이라는 우리 술을 빚고 있다.,"향:4, 바디감:3, 목넘김:3",육류:숯불 돼지고기,,,,
원조 소곡화주,41,300ml,"찹쌀, 멥쌀, 누룩",원조소곡주,"￦14,000 (가격은 판매처 별로 상이할 수 있습니다)",일반증류주,http://www.원조소곡주.com/,한산소곡주를 소줏고리에 불을 지펴서 증류하여 만든 술로 '소곡화주' 또는 '불소곡주'라고도 불린다. '한산소곡화주'는 국내산 찹쌀과 누룩을 주원료로 빚은 한산소곡주를 한 방울 한 방울 정성을 다하여 증류시켜 만든 고도주(高度酒)이다. 강한 첫 맛과 함께 깔끔한 뒷맛을 가지고 있으며 고급원주을 사용하기 때문에 그 맛과 향이 어느 술보다 뛰어나다. 2016년 대한민국 우리술품평회 일반증류주 부문에서 장려상을 수상하였다.,"향:3, 바디감:2, 목넘김:3",탕/전골:복지리 탕,,,,
예담은 한산소곡화주,41,500ml,"찹쌀, 멥쌀, 누룩, 대두, 구절초",한산예담은소곡주,"￦30,000(가격은 판매처 별로 상이할 수 있습니다.)",일반증류주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100077967,한산소곡주를 소줏고리에 불을 지펴서 증류하여 만든 술로 '소곡화주' 또는 '불소곡주'라고도 불린다. '한산소곡화주'는 국내산 찹쌀과 누룩을 주원료로 빚은 한산소곡주를 한방울 한방울 정성을 다하여 증류시켜 만든 고도주(高度酒)이다. 강한 첫맛과 함께 깔끔한 뒷맛을 가지고 있으며 고급원주을 사용하기 때문에 그 맛과 향이 어느 술보다 뛰어나다. 2016년 대한민국 우리술품평회 일반증류주 부문에서 장려상을 수상하였다.,"향:2, 바디감:3",탕/전골:복지리 탕,,,,
주향담을,41,500ml,"쌀, 국, 효모, 정제수",농업회사법인 담을,,증류주,https://dameul6267.modoo.at/?NaPm=ct%3Dkir2a5ot%7Cci%3Dcheckout%7Ctr%3Dds%7Ctrx%3D%7Chk%3D7ccecb8e957af9afe12346d332a4cc522292b816,"옹기 장인 ""이윤"" 대표가 직접 빚는 술로, 41%의 도수에도 부드러우며 깔끔합니다. 3년간의 기나긴 항아리 숙성 시간을 거쳐 국내산 순수 우리쌀로만 빚어낸 프리미엄 증류식 소주입니다. 장기 숙성의 특징인 부드러움과 깔끔한 속성을 가지면서도 시음 후 오래도록 화려한 향이 남게되는 술입니다.",,없음,,,,
유기농 이도 42,42,750ml,"유기농쌀 (100%), 정제수, 증류원액, 국, 조제종국, 효모 등",조은술 세종,"￦42,000 (가격은 판매처 별로 상이할 수 있습니다.)",증류식소주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100068990,"입안으로 날카롭게 파고드는 42도의 높은 도수에 놀라기도 전에 뿜어내는 미묘한 향과 지날수록 부드러운 목 넘김에 마실 때마다 새로운 느낌이 드는 '이도 42', 국내 유일의 유기가공 증류식 소주로 고급스럽게 녹아있는 우리의 전통을 그대로 느낄 수 있다. 친환경 유기농인증 쌀로 오랜 기간 숙성시킨 뒤 감압 증류로 저온에서 증류해 쌀의 누룩 한 맛을 잡아내었으며 고급스러운 포장까지 더해져 선물용으로 좋다.","단맛:2, 신맛:0, 청량감:0, 바디감:3",탕/전골:복지리 탕,,,,
소여강,42,375ml,"쌀(경기미), 누룩(국내산), 물(정제수)",추연당,,증류주,https://smartstore.naver.com/chuyondang,추연당의 전통 오양주 방식으로 재현한 청주 순향주를 정성스럽게 담아 동 증류기에서 상압으로 증류한 품격 있는 전통 소주입니다. 추연당의 전통 소주는 모든 과정을 손으로 빚고 있으며 경기도 여주쌀과 우리나라 토종밀인 앉은뱅이 밀로 만든 누룩을 가지고 옥으로 된 암반에서 흐르는 지하수로 빚은 고품격 프리미엄 전통 소주로 경기도의 추천을 받은 지역 전통 소주입니다.,,"육류:곱창전골, 담백한 샤브샤브",,,,
금산인삼백주,43,500ml,"국내산쌀 95.8%, 국내산 인삼 4.2%",㈜금산인삼주,,증류주,www.insamwine.com,금산에서 자란 5년근 인삼으로 빚은 인삼백주로 은은한 인삼의 청향과 부드러운 맛과 풍미를 전통방법으로 계승한 고급전통주이다.,,해산물:문어회,,,,
불소곡주,43,700ml,"찹쌀, 국내산 멥쌀",한산소곡주,,리큐르,https://shopping.naver.com/fresh/traditionalalcohol/stores/100070000,"한산소곡주는 백제 1500년의 오랜 역사와 전통을 고스란히 담아 전해 내려오는 전통주다. 현재 며느리인 우희열 명인이 1979년 충남 무형문화재 3호로 인정받은 '故 김영신 여사'에게 전수받아 그 명맥을 계승해오고 있다. 찹쌀과 누룩을 주원료로 들국화, 메주콩, 생강, 홍 고추 등의 조화 속에 100일간 숙성을 하여 빚어지는 전통주인 한산소곡주는 감미로운 향과 특유의 감칠맛 때문에 취하면 자리에서 일어설 줄 모른다고 하여 ‘앉은뱅이 술’이란 이름으로도 불린다.","향:3, 바디감:4",탕/전골:전골류,,,,
금산인삼주 수삼 500,43,500ml,"국내산 쌀, 국내산 인삼",㈜금산인삼주,,증류주,www.insamwine.com,"금산인삼주는 약효가 뛰어난 5년근 이상의 인삼을 저온 발효 시켜 생산하는 한국을 대표하는 전통주이다. 삼국시대 백제 때부터 제조되었다고 구전되고 있으나, 기록에는 1399년 도승지와 이조판서를 지낸 김문기 가문에서 대대로 내려와 현재 16대손 김창수의 조모와 모친에 의해 전승 되었다. 16대손 김창수는 농림축산식품부에서 지정하는 식품명인 2호로 지정되었으며 금산인삼주의 맛과 품질을 계승하고 있다.",,해산물:생선회,,,,
소나무와 학,43,700ml,"국내산 쌀, 황기",용두산조은술(영),"￦39,000(가격은 판매처 별로 상이할 수 있습니다.)",일반증류주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100078069,"소나무와 학'은 오랜시간 정성으로 빚은 명품 증류주이다. 전통 증류주를 빚는 방식으로 오대쌀을 발효, 숙성 후 감압증류방식으로 증류하고 제천 황기, 당귀 등 약초에 침출하여 1년 이상 장기 숙성하여 생산한다. 약초향이 은은하게 퍼지고 쌀로 빚은 술 특유의 부드러움이 어우러진 깔끔한 맛의 전통 증류주이다. 2016년 대한민국 우리술품평회 일반증류주 부문에서 대상을 수상하며 그 품질력을 인정 받았다.","향:3, 바디감:4",육류:삼계탕,,,,
수삼단본 720,43,720ml,"국내산 쌀, 국내산 인삼",㈜금산인삼주,,증류주,www.insamwine.com,"금산인삼주는 인삼의 종주지인 금산에서 생산된 약효가 뛰어난 5년근 이상의 인삼, 쌀, 누룩 그리고 물탕골 천연암반수를 사용하여 전통적 방법으로 저온 발효시킨 양조주로, 소주에 단순히 인삼을 담가 우려낸 침출주와는 달리 순하고 은은한 인삼의 청향과 풍미를 만끽할 수 있다.",,해산물:생선회,,,,
두리향,43,500ml,"국내산 찹쌀, 누룩, 정제수",케이소주,"￦36,000 (가격은 판매처 별로 상이할 수 있습니다)",증류식소주,https://ksoju.modoo.at/,두리향'은 '석탄주'를 전통방식으로 증류한 술이다. '석탄주'는 애석할 석(惜)자 삼킬 탄(呑)으로서 옛 고서에서 술의 맛과 향이 우수하여 감히 삼키기가 아깝다라고 전해오고 있다.,"향:3, 바디감:4, 목넘김:3","육류:육전, 갈비찜",,,,
수성 프리미엄 백주43,43,500ml,"수수, 정제수",㈜수성주류,,증류주,http://www.soosungliquor.com/," 붉은 수수 증류 원액만을 여러차례 정제해 담근 술로, 알곡 수수를 엄선하여 고체발효공법으로 발효시켰다. 주정이나 포도당을 사용하지 않아 순도가 높은 증류곡주로 그윽하고 은은한 곡향이 특징이다. 자극적이지 않고부드러운 목 넘김을 가졌으며 몸 안을 따뜻하게 데워준다.",,"육류:탕수육, 동파육",,,,
부자진,44,375ml,"캐모마일, 라벤더, 레몬 베버나, 노간주나무 열매, 한라봉, 헛개나무, 솔잎,쑥",㈜부자진농업회사법인,,증류주,https://bujagin.com/,유기농 허브 농장에서 가꾼 12가지가 넘는 허브와 지역 농민이 생산한 농산물을 주원료를 사용해 만든 진이다. 상큼한 감귤계 단맛과 박하와 같은 민트가 주는 화한 맛이 느껴진다. 부드러운 목 넘김과 풍부한 맛과 향을 가지고 있다.,,육류:양념하지 않은 고기,,,,
